Artist,Lyrics,Key,Genre,Music,Song,Title,Guitar,Visits
Nanda Malani,Sunil Ariyarathna,B minor | Beat,"Classics, New Pop",Rohana Weerasingha,අහස සේ ඔබ අනන්තයි සයුර සේ ඔබ අනන්තයි..// මේ විශ්වයේ මා දකින්නේ…..ඒ ඔබමැ පමණයි...ඔබ අනන්තයි අනන්තයි වෙණ තතක් හැඩවෙන තැනත් ඔබ මදුවිතක් උතුරන තැනත් ඔබ... තෙළිතුඩක් දැවටෙන තැනත් ඔබ පන්හිඳක් ගැවසෙන තැනත් ඔබ අඩ සඳක් සැගවෙන තැනත් ඔබ රළ පෙළක් පෙරලෙන තැනත් ඔබ.. සිසිලසක් දනවන තැනත් ‍ඔබ උණුසුමක් ගෙනදෙන තැනත් ඔබ,ahasa-se-oba,INTRO | Bm | - | D | - | Bm | - | Em | - | | F#m| - | D |C#7| F# | - | | Bm | - |F#m | - | G | - |F#sus| - | CHORUS Bm G Em	 F#sus4 Bm D D+ Em A F#Sus4 F#m	Bm F#sus4 Bm INTER | Bm | - | G | F# | Em | D | A |F#sus| | Bm | - |Dmaj7| - | F#7| - |Em | - | | Bm | - | D |Em | Bm | - | VERSE 1 D	 F#m Bm F#+ Em Bb+ A |D|Bm| Bm	 F#m A D A Bm VERSE 2 D	 F#m Bm F#aug Em BbAug A |D|Bm| Bm F#m A D A Bm | G | - |F#sus| - | - | - |,1645
Kasun Kalhara,Sunil Ariyarathna,D minor | Beat,"Current Songs, Request",Kasun Kalhara,ආලයේ ගාථා - සජ්ජායනා කලා ආලයේ මන්ත්‍ර - සිය වරක් ජප කලා චණ්ඩාල වශී බන්ධනයෙන් හද බැඳ තබා සාධු තර ස්වප්නය ට නිගා දී ඔබ ගියා ස්නේහයේ චුම්බනය - නලල මත වගුරුවා ආලිංගනය සුරස - මතක පොත පුරව්වා ප්‍රේම ආරාමයේ - කැනි මඩළ බිම හෙලා සාර තර වසන්තය - නිමා කර ඔබ ගියා සුපුෂ්පිත හදවතේ - සුගන්ධය විහිදුවා සුරක්ෂිත දොරටුවේ - සෙබළ මුළු විසුරුවා ප්‍රේමයේ.......අභය භුමියේ දි මා නසා මධුර මධු කුසලාන - කඩා බිඳ ඔබ ගියා,alaye-gatha,INTRO/INTER 2 |Dm | - |Gm | - | | C | - |Bb| - | |Dm | - |G7 | - | | C | F |Bb| - | CHORUS Dm C Gm Gm C Bb Gm Dm F F C Gm Dm C Gm F C9 Gm |Dm INTER 1 ||Dm | - |Bb| - | |Gm | - |Am7| - || VERSE 1 Dm C Bb C Gm Bb C F C F Bb C Gm F C9 Gm |Dm Back To Chorus VERSE 2 Dm C6 Dm C6 Dm C6 Dm C6 F C F Bb C Gm F C9 Gm|Dm Back To Chorus,2842
Victor Rathnayaka,Sunil Ariyarathna,Eb major | Beat,Golden Oldies,Victor Rathnayaka,අපි ඈතට ඈතට පා නඟලා ඝණ වනන්තරේ අතර මං වෙමු වසන්ත මල් ගොමුවේ// කාත් කවුරුවත් නෑ එන්නේ ඉදුල් නොවේ රුදු මිනිස් ඇසින් අපේම පුංචි ලෝකයේ අපි ඉන්නේ බමරුන් විතරයි තනියට ලඟ ඉන්නේ කෙසේද අත්බැඳ ඇවිදින්නේ වෙරළේ උයනේ තුරුළු වෙමින් නෑසිය මිතුරන් මඟතොට හමුවන්නේ උකුසු ඇසින් අප කෙලෙසද ගැලවෙන්නේ,api-athata-athata,INTRO |Bb |Eb | Bb |- | |Ab |Gm | Eb |- | |Bb |Ab | Eb |- | |Bb |Ab |Eb/Bb|Eb | CHORUS Eb Ab Bb Bb7 Eb INTER |Bb |Ab |Bb |Eb | |Ab |Eb |Bb |Eb | |Ab |Gm |Fm |Eb | VERSE 1 Eb Bb |Eb| Ab Eb F Eb Eb F Ab Bb Eb VERSE 2 Eb Bb |Eb| Ab Eb F Eb Eb F Ab Bb Eb,1230
Victor Rathnayaka,Sunil Ariyarathna,G major | Beat,Inspirational,Victor Rathnayaka,අපි ඔක්කොම රජවරු ඔක්කොම වැසියෝ තුන් සිංහලයම නෑදෑයෝ අපි ඔක්කොම පියවරු ඔක්කොම මව්වරු තුන් සිංහලයම දූ දරුවෝ තුන් සිංහලයම දූ දරුවෝ ජය දද බන්දා හහා හා හා සිරිදුව කැන්දා හහා හා හා ජය දද බන්දා සිරිදුව කැන්දා රුපු සෙන් ඔද තෙද සින්දා හද අරවින්දා හහා හා හා කර සිරි නන්දා හහා හා හා හද අරවින්දා කර සිරි නන්දා පර ගැති සිත ගත බින්දා පර ගැති සිත ගත බින්දා හිස මල් පිපුණා හා හා හා හසරැල් නැගුනා හා හා හා හිස මල් පිපුණා හසරැල් නැගුනා හද සෝ ගිනි දැල් නිවුනා නෙතු කැන් දිලුනා හා හා හා සිතු වැල් බැඳුනා හා හා හා නෙතු කැන් දිලුනා සිතු වැල් බැඳුනා ජය මංගල ගී ගැයුනා ජය මංගල ගී ගැයුනා,api-okkoma-rajawaru,INTRO | G | - | G | C | | G | - | G | C | |G/D|C/D| D | G | CHORUS G D C G G D G G Am D G G D7 G INTER | G | - | C |Am | | G | D | G | - | | G |Am | G | - | VERSE 1 G G G C G C C C G C G D G D7 G VERSE 2 G G G C G C C C G C G D G D7 G,1453
Gunadasa Kapuge,Sunil Ariyarathna,F minor | Beat,"Classics, Old Pops",Gunadasa Kapuge,අභිසාරිකාවන්ගේ උන්මාද නෙතු අතරේ අයාලේ ගිය ජීවිතේ ඔබෙනි ඵල ගැනුනේ අභිසාරිකාවන්ගේ රාග ගිනි ජාලාවේ ප්‍රේමයේ උණුසුම් සුසුමේ වෙනස ඔබෙනි දැනුනේ…..ඒ අයාලේ ගිය ජීවිතේ ඔබෙනි ඵල ගැනුනේ ආදරය යන වදනේ මනු‍ලොවේ මිනිසත් භවයේ මහිම ඔබෙනි හැඟුනේ….ඒ අයාලේ ගිය ජීවිතේ ඔබෙනි ඵල ගැනුනේ,abhisarikawange,INTRO |Fm|-	| - |- | ||Fm|-	|Eb|-	|C#|-	|Fm|-	|| |Fm| + | CHORUS Fm		 Eb		 C# Fm	 Eb Ab	 Eb C# Fm Ab Fm INTER |Ab|- |C#|- | |Fm|- |Eb|- |C#|- |Fm|Ab| VERSE 1 Fm Bbm Fm Fm Eb Ab Eb Fm Eb Fm Fm	 Eb Ab	 Eb C# Fm VERSE 2 Fm Bbm Fm Fm Eb Ab Eb Fm Eb Fm Fm	 Eb Ab	 Eb C# Fm,2767
Deepika Priyadarshani,Sunil Ariyarathna,C minor | Beat,Current Songs,Rohana Weerasingha,ඇගේය ඔබ දැන් ඇගේය සිරුරින් ඇගේය මගේය එනමුත් මගේය හදවත මගේය අගේය ඔබ මට අගේය කඳුළැලි නැගේය මගේය ඔබ නම් මගේය සැමදා මගේය ඔබ මට ජල ධාරාවක් වගේය සීතල ජලධාරාවක් වගේය ඒ ජල ධාරාවම දැන් ඇගේය එනමුත් ජලයේ සිසිලස මගේය ජලයේ සිසිලස මගේය ඔබ මට මිනිවීනාවක් වගේය ඔකනද මිනි වීනාවක් වගේය ඒ මිනි වීනාවම දැන් ඇගේය එනමුත් වීනා නාදය මගේය වීනා නාදය මගේය,ageya-oba-dan,INTRO |Cm | - |Ab | G | |Cm | - |Ab | - | |Gm | - |Cm | - | |Ab | - |Eb | - | |Gm | - |Cm | - | CHORUS Cm Gm Cm Gm Fm Cm Eb Fm Bb Fm7 Cm Ab Bb Cm INTER | + | + | |Cm | - |Eb | - | |Eb |Eb7|Ab | - | |Cm | - |Ab | - | |Cm |Gm |Fm |Cm | VERSE 1 Cm Fm Cm|Cm|Bb| Cm Fm Cm G7 C G7 Ab Fm Ab Bb Cm|-|+|Gsus4| Back To Chorus VERSE 2 Cm Fm Cm|Cm|Bb| Cm Fm Cm G7 C G7 Ab Fm Ab Bb Cm|-|+|Gsus4| Back To Chorus,653
Nanda Malani,Sunil Ariyarathna,B minor | Beat,"Classics, New Pop",Rohana Weerasingha,අහස සේ ඔබ අනන්තයි සයුර සේ ඔබ අනන්තයි..// මේ විශ්වයේ මා දකින්නේ…..ඒ ඔබමැ පමණයි...ඔබ අනන්තයි අනන්තයි වෙණ තතක් හැඩවෙන තැනත් ඔබ මදුවිතක් උතුරන තැනත් ඔබ... තෙළිතුඩක් දැවටෙන තැනත් ඔබ පන්හිඳක් ගැවසෙන තැනත් ඔබ අඩ සඳක් සැගවෙන තැනත් ඔබ රළ පෙළක් පෙරලෙන තැනත් ඔබ.. සිසිලසක් දනවන තැනත් ‍ඔබ උණුසුමක් ගෙනදෙන තැනත් ඔබ,ahasa-se-oba,INTRO | Bm | - | D | - | Bm | - | Em | - | | F#m| - | D |C#7| F# | - | | Bm | - |F#m | - | G | - |F#sus| - | CHORUS Bm G Em	 F#sus4 Bm D D+ Em A F#Sus4 F#m	Bm F#sus4 Bm INTER | Bm | - | G | F# | Em | D | A |F#sus| | Bm | - |Dmaj7| - | F#7| - |Em | - | | Bm | - | D |Em | Bm | - | VERSE 1 D	 F#m Bm F#+ Em Bb+ A |D|Bm| Bm	 F#m A D A Bm VERSE 2 D	 F#m Bm F#aug Em BbAug A |D|Bm| Bm F#m A D A Bm | G | - |F#sus| - | - | - |,1645
Kasun Kalhara,Sunil Ariyarathna,D minor | Beat,"Current Songs, Request",Kasun Kalhara,ආලයේ ගාථා - සජ්ජායනා කලා ආලයේ මන්ත්‍ර - සිය වරක් ජප කලා චණ්ඩාල වශී බන්ධනයෙන් හද බැඳ තබා සාධු තර ස්වප්නය ට නිගා දී ඔබ ගියා ස්නේහයේ චුම්බනය - නලල මත වගුරුවා ආලිංගනය සුරස - මතක පොත පුරව්වා ප්‍රේම ආරාමයේ - කැනි මඩළ බිම හෙලා සාර තර වසන්තය - නිමා කර ඔබ ගියා සුපුෂ්පිත හදවතේ - සුගන්ධය විහිදුවා සුරක්ෂිත දොරටුවේ - සෙබළ මුළු විසුරුවා ප්‍රේමයේ.......අභය භුමියේ දි මා නසා මධුර මධු කුසලාන - කඩා බිඳ ඔබ ගියා,alaye-gatha,INTRO/INTER 2 |Dm | - |Gm | - | | C | - |Bb| - | |Dm | - |G7 | - | | C | F |Bb| - | CHORUS Dm C Gm Gm C Bb Gm Dm F F C Gm Dm C Gm F C9 Gm |Dm INTER 1 ||Dm | - |Bb| - | |Gm | - |Am7| - || VERSE 1 Dm C Bb C Gm Bb C F C F Bb C Gm F C9 Gm |Dm Back To Chorus VERSE 2 Dm C6 Dm C6 Dm C6 Dm C6 F C F Bb C Gm F C9 Gm|Dm Back To Chorus,2842
Victor Rathnayaka,Sunil Ariyarathna,Eb major | Beat,Golden Oldies,Victor Rathnayaka,අපි ඈතට ඈතට පා නඟලා ඝණ වනන්තරේ අතර මං වෙමු වසන්ත මල් ගොමුවේ// කාත් කවුරුවත් නෑ එන්නේ ඉදුල් නොවේ රුදු මිනිස් ඇසින් අපේම පුංචි ලෝකයේ අපි ඉන්නේ බමරුන් විතරයි තනියට ලඟ ඉන්නේ කෙසේද අත්බැඳ ඇවිදින්නේ වෙරළේ උයනේ තුරුළු වෙමින් නෑසිය මිතුරන් මඟතොට හමුවන්නේ උකුසු ඇසින් අප කෙලෙසද ගැලවෙන්නේ,api-athata-athata,INTRO |Bb |Eb | Bb |- | |Ab |Gm | Eb |- | |Bb |Ab | Eb |- | |Bb |Ab |Eb/Bb|Eb | CHORUS Eb Ab Bb Bb7 Eb INTER |Bb |Ab |Bb |Eb | |Ab |Eb |Bb |Eb | |Ab |Gm |Fm |Eb | VERSE 1 Eb Bb |Eb| Ab Eb F Eb Eb F Ab Bb Eb VERSE 2 Eb Bb |Eb| Ab Eb F Eb Eb F Ab Bb Eb,1230
Victor Rathnayaka,Sunil Ariyarathna,G major | Beat,Inspirational,Victor Rathnayaka,අපි ඔක්කොම රජවරු ඔක්කොම වැසියෝ තුන් සිංහලයම නෑදෑයෝ අපි ඔක්කොම පියවරු ඔක්කොම මව්වරු තුන් සිංහලයම දූ දරුවෝ තුන් සිංහලයම දූ දරුවෝ ජය දද බන්දා හහා හා හා සිරිදුව කැන්දා හහා හා හා ජය දද බන්දා සිරිදුව කැන්දා රුපු සෙන් ඔද තෙද සින්දා හද අරවින්දා හහා හා හා කර සිරි නන්දා හහා හා හා හද අරවින්දා කර සිරි නන්දා පර ගැති සිත ගත බින්දා පර ගැති සිත ගත බින්දා හිස මල් පිපුණා හා හා හා හසරැල් නැගුනා හා හා හා හිස මල් පිපුණා හසරැල් නැගුනා හද සෝ ගිනි දැල් නිවුනා නෙතු කැන් දිලුනා හා හා හා සිතු වැල් බැඳුනා හා හා හා නෙතු කැන් දිලුනා සිතු වැල් බැඳුනා ජය මංගල ගී ගැයුනා ජය මංගල ගී ගැයුනා,api-okkoma-rajawaru,INTRO | G | - | G | C | | G | - | G | C | |G/D|C/D| D | G | CHORUS G D C G G D G G Am D G G D7 G INTER | G | - | C |Am | | G | D | G | - | | G |Am | G | - | VERSE 1 G G G C G C C C G C G D G D7 G VERSE 2 G G G C G C C C G C G D G D7 G,1453
Nanda Malani,Sunil Ariyarathna,A major | Beat,"Classics, Inspirational",Mervin Perera,අයන්න කියන්න ලොවටම ඇහෙන්න එන්න මගේ මල්ලී දුවන්න පනින්න නටන්න ගයන්න එන්න මගේ නංගී// පාසල නම් රන් දෙවොලේ දෙවියන් වන් ගුරු කැළගේ සිත දිනමින් පා හෙවණේ ශිල්ප ලබා මතු දවසේ ලෝකය දකින්න එහි සැරිසරන්න එන්න මගේ මල්ලී එන්න මගේ නංගී කාසි පනම් හිටි හැටියේ සතුරෝ ගෙන යති රහසේ පොතින් පතින් ලද දැණුමේ ධනය සදාකල් සුරැකේ ඥානය වඩන්න කාලය ගෙවන්න එන්න මගේ මල්ලී එන්න මගේ නංගී,ayanna-kiyanna,INTRO/INTER | A | - | - | - | E | - | A | - | | A | - | - | - | E |E7 | A | - | CHORUS A D	 A D	 C#m A E E7 A VERSE 1 A A D E E7	 A D	 C#m A Bm E	 A E E7 A VERSE 2 A A D E E7	 A D	 C#m A Bm E	 A E E7 A,3098
